event,date,status,department,institution,categories
UC Love Data 2024,2024-02-13,Graduate student,Psychology,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Psychology,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,"IGG, Plant Pathology",UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Integrative Genetics and Genomics,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,dept of statistics,UC Davis,Other
UC Love Data 2024,2024-02-15,Graduate student,Evolution & Ecology,UC Davis,Other
UC Love Data 2024,2024-02-15,Graduate student,Plant Pathlogy,UC Davis,Other
UC Love Data 2024,2024-02-15,Graduate student,"IGG, Plant Pathology",UC Davis,Other
UC Love Data 2024,2024-02-15,Graduate student,Communication,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,CS,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Plant Pathology,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Vet Med,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Bio & Ag Engineering,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Soils and Biogeochemistry,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Computer Science,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Economics,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Hydrologic Sciences,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,UC Davis,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Plant Sciences,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Earth and Planetary Sciences,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Medical Microbiology and Immunology,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,MAE,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,EPS,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,UC Davis,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Psychology,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Biostatistics,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,MMG,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,"IGG, Plant Pathology",UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Public Health Sciences,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-14,Graduate student,Cultural Studies,UC Davis,Social Sciences Data
UC Love Data 2024,2024-02-14,Graduate student,Biostatistics,UC Davis,Social Sciences Data
UC Love Data 2024,2024-02-14,Graduate student,Environmental Science and Policy,UC Davis,Social Sciences Data
UC Love Data 2024,2024-02-14,Graduate student,Dept of Psychology,UC Davis,Social Sciences Data
UC Love Data 2024,2024-02-13,Graduate student,Mathematics,"UC Davis, Other",Other
UC Love Data 2024,2024-02-16,Graduate student,Mathematics,"UC Davis, Other",Other
UC Love Data 2024,2024-02-12,Graduate student,Sociology,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Urban Planning and Public Policy,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,UCI Program in Public Health,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,"University of California, Irvine",UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Social Ecology,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,School of Social Ecology,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,Public Health,UC Irvine,Other
UC Love Data 2024,2024-02-13,Graduate student,UC Irvine,UC Irvine,Other
UC Love Data 2024,2024-02-13,Graduate student,Social Ecology,UC Irvine,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Urban Planning and Public Policy,UC Irvine,Other
UC Love Data 2024,2024-02-12,Graduate student,School of Medicine,UC Irvine,Other
UC Love Data 2024,2024-02-12,Graduate student,Urban Planning and Public Policy,UC Irvine,Other
UC Love Data 2024,2024-02-12,Graduate student,Social Ecology,UC Irvine,Other
UC Love Data 2024,2024-02-14,Graduate student,Busien,UC Irvine,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-15,Graduate student,Informatics,UC Irvine,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Urban Planning,UC Irvine,Data Visualization
UC Love Data 2024,2024-02-16,Graduate student,N/A,UC Irvine,Other
UC Love Data 2024,2024-02-16,Graduate student,Social Ecology,UC Irvine,Other
UC Love Data 2024,2024-02-16,Graduate student,Urban Planning and Public Policy,UC Irvine,Other
UC Love Data 2024,2024-02-16,Graduate student,Urban Planning and Public Policy,UC Irvine,Other
UC Love Data 2024,2023-02-16,Graduate student,uci anthro,UC Irvine,Social Sciences Data
UC Love Data 2024,2024-02-13,Graduate student,N/A,UC Irvine,Other
UC Love Data 2024,2024-02-12,Graduate student,Environmental Systems,UC Merced,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Environmental Systems,UC Merced,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,Physics Department,UC Merced,Other
UC Love Data 2024,2024-02-13,Graduate student,UC Merced,UC Merced,Other
UC Love Data 2024,2024-02-13,Graduate student,Chemistry and Biochemistry,UC Merced,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,Physics,UC Merced,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Environmental Systems,UC Merced,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Sociology,UC Merced,Other
UC Love Data 2024,2024-02-12,Graduate student,Psychological Sciences,UC Merced,Other
UC Love Data 2024,2024-02-14,Graduate student,Physics Department,UC Merced,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-15,Graduate student,Psychological Sciences,UC Merced,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Physics,UC Merced,Data Visualization
UC Love Data 2024,2024-02-16,Graduate student,Sociology,UC Merced,Other
UC Love Data 2024,2023-02-16,Graduate student,Sociology,UC Merced,Social Sciences Data
UC Love Data 2024,2023-02-16,Graduate student,Sociology,UC Merced,Social Sciences Data
UC Love Data 2024,2023-02-16,Graduate student,Psychological Sciences,UC Merced,Social Sciences Data
UC Love Data 2024,2023-02-14,Graduate student,Environmental Systems,UC Merced,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,UC Merced,UC Merced,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Chemistry and Biochemistry,UC Merced,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Chemistry,UC Merced,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Physics,UC Merced,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Physics,UC Merced,Other
UC Love Data 2024,2024-02-13,Graduate student,materials and biomaterials Science and engineering,UC Merced,Other
UC Love Data 2024,2024-02-13,Graduate student,Physics Department,UC Merced,Other
UC Love Data 2024,2024-02-13,Graduate student,Environmental Systems,UC Merced,Other
UC Love Data 2024,2024-02-15,Graduate student,Chemistry and Biochemistry,UC Merced,High Performance Computing (HPC)
UC Love Data 2024,2024-02-14,Graduate student,Sociology,UC Merced,Social Sciences Data
UC Love Data 2024,2024-02-14,Graduate student,Department of SOciology,UC Merced,Social Sciences Data
UC Love Data 2024,2024-02-12,Graduate student,BCOE,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,Electrical Engineering,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,Chemistry,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,BCOE,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,EEOB,UC Riverside,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,Data Science,UC Riverside,Other
UC Love Data 2024,2024-02-13,Graduate student,BCOE,UC Riverside,Other
UC Love Data 2024,2024-02-13,Graduate student,UCR SOM,UC Riverside,Other
UC Love Data 2024,2024-02-13,Graduate student,Data Science,UC Riverside,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,ECE,UC Riverside,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,UCR SOM,UC Riverside,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Data Science,UC Riverside,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Data Science,UC Riverside,Other
UC Love Data 2024,2024-02-12,Graduate student,UCR SOM,UC Riverside,Other
UC Love Data 2024,2024-02-14,Graduate student,BCOE,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,Electrical Engineering,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,Data Science,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,UCR SOM,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,CHEMICAL AND ENVIRONMENTAL ENGINEERING,UC Riverside,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-15,Graduate student,Data Science,UC Riverside,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Bournes College of Engineering,UC Riverside,Data Visualization
UC Love Data 2024,2024-02-14,Graduate student,UCR SOM,UC Riverside,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-16,Graduate student,Data Science,UC Riverside,Other
UC Love Data 2024,2024-02-16,Graduate student,Hispanic Studies department,UC Riverside,Other
UC Love Data 2024,2024-02-16,Graduate student,UCR SOM,UC Riverside,Other
UC Love Data 2024,2024-02-16,Graduate student,Sociology,UC Riverside,Other
UC Love Data 2024,2024-02-14,Graduate student,,UC Riverside,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,UCR SOM,UC Riverside,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,UCR SOM,UC Riverside,Data Management and Sharing
UC Love Data 2024,2023-02-16,Graduate student,Data Science,UC Riverside,Social Sciences Data
UC Love Data 2024,2024-02-12,Graduate student,Data Science,UC Riverside,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Data Science,UC Riverside,Other
UC Love Data 2024,2024-02-13,Graduate student,School of Education,UC Riverside,Other
UC Love Data 2024,2024-02-15,Graduate student,Data Science,UC Riverside,Other
UC Love Data 2024,2024-02-15,Graduate student,UCR SOM,UC Riverside,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,BCOE,UC Riverside,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,University of California Riverside,UC Riverside,High Performance Computing (HPC)
UC Love Data 2024,2024-02-14,Graduate student,UCR SOM,UC Riverside,Social Sciences Data
UC Love Data 2024,2024-02-12,Graduate student,Scripps Institution of Oceanography,UC San Diego,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,Public Health,UC San Diego,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Sociology,UC San Diego,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,HDSI,UC San Diego,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Data Science,UC San Diego,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,Public Health,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Data Science - HDSI,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,UC San Diego,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Halıcıoğlu Data Science Institute,UC San Diego,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,Cognitive Science,UC San Diego,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Rady School of Management,UC San Diego,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Neuroscience,UC San Diego,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Department of Computer Science and Engineering,UC San Diego,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Neurosciences,UC San Diego,Other
UC Love Data 2024,2024-02-12,Graduate student,Cognitive Science,UC San Diego,Other
UC Love Data 2024,2024-02-12,Graduate student,Department of Public Health,UC San Diego,Other
UC Love Data 2024,2024-02-14,Graduate student,Scripps Institution of Oceanography,UC San Diego,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,Data Science,UC San Diego,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-15,Graduate student,Data Science,UC San Diego,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Data Science - HDSI,UC San Diego,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,HDSI,UC San Diego,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Halıcıoğlu Data Science Institute,UC San Diego,Data Visualization
UC Love Data 2024,2024-02-16,Graduate student,Cognitive Science,UC San Diego,Other
UC Love Data 2024,2024-02-14,Graduate student,,UC San Diego,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,Scripps Institution of Oceanography,UC San Diego,Data Management and Sharing
UC Love Data 2024,2023-02-14,Graduate student,Neuroscience,UC San Diego,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Data Science,UC San Diego,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Neurosciences Graduate Program,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Data Science - HDSI,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Cognitive Science,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,SIO,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Neurosciences,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Halıcıoğlu Data Science Institute,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Data Science,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Cognitive Science,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Scripps Institution of Oceanography,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Data Science,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,HDSI,UC San Diego,Other
UC Love Data 2024,2024-02-13,Graduate student,Data Science,UC San Diego,Other
UC Love Data 2024,2024-02-15,Graduate student,Neurosciences Graduate Program,UC San Diego,Other
UC Love Data 2024,2024-02-15,Graduate student,Data Science - HDSI,UC San Diego,Other
